Vía de acceso;Comunidad autónoma de destino;Motivo del viaje;Tipo de alojamiento;Forma de organización del viaje;Duración del viaje;País de residencia;Periodo;Total
Total de vías de acceso;Total nacional;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;5.013.497
Total de vías de acceso;Total nacional;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;4.775.549
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;561.801
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;402.453
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;244.325
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;287.335
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;463.667
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;525.253
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;567.884
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;152.920
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;338.706
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;578.622
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;520.685
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;517.288
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;511.019
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;458.250
Total de vías de acceso;Total nacional;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;226.822
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;5.306.743
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;4.422.360
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;4.119.870
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;4.257.518
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;4.622.268
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;7.796.628
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;8.474.002
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;10.156.706
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;9.894.693
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;8.081.685
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;8.070.902
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;6.528.656
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;5.199.955
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;4.045.261
Total de vías de acceso;Total nacional;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;3.920.738
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;725.060
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;572.465
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;700.898
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;719.521
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;584.284
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;640.051
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;560.130
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;619.957
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;618.949
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;639.267
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;664.398
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;737.805
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;639.496
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;509.986
Total de vías de acceso;Total nacional;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;627.989
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;1.055.017
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;775.687
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;692.719
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;680.492
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;776.920
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;1.365.799
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;1.430.607
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;1.598.032
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;1.460.088
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;1.364.955
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;1.343.669
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;1.202.569
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;957.364
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;725.589
Total de vías de acceso;01 Andalucía;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;667.158
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;63.898
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;60.546
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;43.984
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;43.775
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;70.162
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;93.324
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;79.393
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;24.289
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;42.788
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;120.402
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;73.746
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;68.885
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;57.723
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;60.067
Total de vías de acceso;01 Andalucía;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;47.495
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;893.492
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;654.540
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;566.795
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;559.968
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;658.035
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;1.173.735
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;1.278.501
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;1.484.828
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;1.329.530
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;1.137.424
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;1.174.248
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;1.050.182
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;817.122
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;589.979
Total de vías de acceso;01 Andalucía;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;546.633
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;97.628
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;60.601
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;81.941
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;76.749
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;48.724
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;98.740
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;72.713
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;88.915
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;87.770
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;107.128
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;95.676
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;83.503
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;82.519
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;75.542
Total de vías de acceso;01 Andalucía;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;73.029
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;75.145
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;54.958
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;28.888
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;52.087
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;33.409
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;45.867
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;58.140
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;62.195
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;46.267
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;42.866
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;53.551
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;37.003
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;20.449
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;29.149
Total de vías de acceso;02 Aragón;Total de motivos del viaje;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;19.808
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;.
Total de vías de acceso;02 Aragón;Negocios y otros motivos profesionales;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;.
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;42.887
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;32.476
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;18.769
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;29.539
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;.
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;22.044
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;40.253
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;51.555
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;33.769
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;28.979
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;38.208
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;23.807
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;.
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;.
Total de vías de acceso;02 Aragón;Ocio, recreo y vacaciones;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M01;13.697
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M03;19.829
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M02;18.242
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2025M01;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M12;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M11;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M10;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M09;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M08;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M07;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M06;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M05;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M04;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M03;.
Total de vías de acceso;02 Aragón;Otros motivos;Total de tipos de alojamiento;Total de formas de organización del viaje;Total noches;Total país de residencia;2024M02;.
