,dia,mes,anio,festivo,provincia,comunidad,ambito
1025,1,Mayo,2023,Día Del Trabajo,Badajoz,Extremadura,nacional
1026,24,Junio,2023,San Juan,Badajoz,Extremadura,local
1027,15,Agosto,2023,Asunción de la Virgen,Badajoz,Extremadura,nacional
1028,8,Septiembre,2023,Día de Extremadura,Badajoz,Extremadura,regional
1029,12,Octubre,2023,Fiesta Nacional Española,Badajoz,Extremadura,nacional
1030,1,Noviembre,2023,Día de Todos los Santos,Badajoz,Extremadura,nacional
1031,6,Diciembre,2023,Día de la Constitución Española,Badajoz,Extremadura,nacional
1032,8,Diciembre,2023,Inmaculada Concepción,Badajoz,Extremadura,nacional
1033,25,Diciembre,2023,Navidad,Badajoz,Extremadura,nacional
1034,1,Enero,2024,Año nuevo,Badajoz,Extremadura,nacional
1035,6,Enero,2024,Epifanía del Señor,Badajoz,Extremadura,nacional
1036,13,Febrero,2024,Martes de Carnaval,Badajoz,Extremadura,regional
1037,19,Marzo,2024,San José,Badajoz,Extremadura,local
1038,28,Marzo,2024,Jueves Santo,Badajoz,Extremadura,regional
1039,29,Marzo,2024,Viernes Santo,Badajoz,Extremadura,nacional
1040,1,Mayo,2024,Día del Trabajo,Badajoz,Extremadura,nacional
1041,24,Junio,2024,San Juan,Badajoz,Extremadura,local
1042,15,Agosto,2024,Asunción de la Virgen,Badajoz,Extremadura,nacional
1043,12,Octubre,2024,Fiesta Nacional Española,Badajoz,Extremadura,nacional
1044,1,Noviembre,2024,Día de Todos los Santos,Badajoz,Extremadura,nacional
1045,6,Diciembre,2024,Día de la Constitución Española,Badajoz,Extremadura,nacional
1046,8,Diciembre,2024,Día de la Inmaculada(se traslada al lunes),Badajoz,Extremadura,regional
1047,25,Diciembre,2024,Navidad,Badajoz,Extremadura,nacional
1048,1,Enero,2025,Año nuevo,Badajoz,Extremadura,nacional
1049,6,Enero,2025,Epifanía del Señor,Badajoz,Extremadura,nacional
1050,4,Marzo,2025,Martes de Carnaval,Badajoz,Extremadura,local
1051,17,Abril,2025,Jueves Santo,Badajoz,Extremadura,regional
1052,18,Abril,2025,Viernes Santo,Badajoz,Extremadura,nacional
1053,1,Mayo,2025,Día del Trabajo,Badajoz,Extremadura,nacional
1054,24,Junio,2025,San Juan,Badajoz,Extremadura,local
1055,15,Agosto,2025,Asunción de la Virgen,Badajoz,Extremadura,nacional
1056,8,Septiembre,2025,Día de Extremadura,Badajoz,Extremadura,regional
1057,12,Octubre,2025,Fiesta Nacional(se traslada al lunes),Badajoz,Extremadura,regional
1058,1,Noviembre,2025,Día de Todos los Santos,Badajoz,Extremadura,nacional
1059,6,Diciembre,2025,Día de la Constitución Española,Badajoz,Extremadura,nacional
1060,8,Diciembre,2025,Inmaculada Concepción,Badajoz,Extremadura,nacional
1061,25,Diciembre,2025,Navidad,Badajoz,Extremadura,nacional
1062,1,Enero,2015,Año nuevo,Barcelona,Cataluna,nacional
1063,6,Enero,2015,Epifanía del Señor,Barcelona,Cataluna,nacional
1064,3,Abril,2015,Viernes Santo,Barcelona,Cataluna,nacional
1065,6,Abril,2015,Lunes de Pascua,Barcelona,Cataluna,regional
1066,1,Mayo,2015,Día del trabajo,Barcelona,Cataluna,nacional
1067,1,Junio,2015,Fiesta local,Barcelona,Cataluna,local
1068,24,Junio,2015,San Juan,Barcelona,Cataluna,regional
1069,15,Agosto,2015,Asunción de la Virgen,Barcelona,Cataluna,nacional
1070,11,Septiembre,2015,Día de Cataluña,Barcelona,Cataluna,regional
1071,24,Septiembre,2015,La Mercè,Barcelona,Cataluna,local
1072,12,Octubre,2015,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1073,8,Diciembre,2015,Inmaculada Concepción,Barcelona,Cataluna,nacional
1074,25,Diciembre,2015,Natividad del Señor,Barcelona,Cataluna,regional
1075,26,Diciembre,2015,San Esteve,Barcelona,Cataluna,regional
1076,1,Enero,2016,Año nuevo,Barcelona,Cataluna,nacional
1077,6,Enero,2016,Epifanía del Señor,Barcelona,Cataluna,nacional
1078,12,Febrero,2016,Santa Eulalia,Barcelona,Cataluna,local
1079,25,Marzo,2016,Viernes Santo,Barcelona,Cataluna,nacional
1080,28,Marzo,2016,Lunes de Pascua,Barcelona,Cataluna,regional
1081,16,Mayo,2016,Lunes de Pascua Granada,Barcelona,Cataluna,regional
1082,24,Junio,2016,San Juan,Barcelona,Cataluna,regional
1083,15,Agosto,2016,Asunción de la Virgen,Barcelona,Cataluna,nacional
1084,24,Septiembre,2016,La Mercè,Barcelona,Cataluna,local
1085,12,Octubre,2016,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1086,1,Noviembre,2016,Día de Todos los Santos,Barcelona,Cataluna,nacional
1087,6,Diciembre,2016,Día de la Constitución Española,Barcelona,Cataluna,nacional
1088,8,Diciembre,2016,Inmaculada Concepción,Barcelona,Cataluna,nacional
1089,25,Diciembre,2016,Natividad del Señor(se traslada al lunes),Barcelona,Cataluna,regional
1090,6,Enero,2017,Epifanía del Señor,Barcelona,Cataluna,nacional
1091,14,Abril,2017,Viernes Santo,Barcelona,Cataluna,nacional
1092,17,Abril,2017,Lunes de Pascua,Barcelona,Cataluna,regional
1093,1,Mayo,2017,Día del Trabajo,Barcelona,Cataluna,nacional
1094,5,Junio,2017,Lunes de Pascua Granada,Barcelona,Cataluna,local
1095,15,Agosto,2017,Asunción de la Virgen,Barcelona,Cataluna,nacional
1096,11,Septiembre,2017,Día de Cataluña,Barcelona,Cataluna,regional
1097,24,Septiembre,2017,La Mercè(se traslada al lunes),Barcelona,Cataluna,local
1098,12,Octubre,2017,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1099,1,Noviembre,2017,Día de Todos los Santos,Barcelona,Cataluna,nacional
1100,6,Diciembre,2017,Día de la Constitución Española,Barcelona,Cataluna,nacional
1101,8,Diciembre,2017,Inmaculada Concepción,Barcelona,Cataluna,nacional
1102,25,Diciembre,2017,Natividad del Señor,Barcelona,Cataluna,nacional
1103,26,Diciembre,2017,San Esteban,Barcelona,Cataluna,regional
1104,1,Enero,2018,Año nuevo,Barcelona,Cataluna,nacional
1105,6,Enero,2018,Epifanía del Señor,Barcelona,Cataluna,nacional
1106,30,Marzo,2018,Viernes Santo,Barcelona,Cataluna,nacional
1107,2,Abril,2018,Lunes de Pascua,Barcelona,Cataluna,regional
1108,1,Mayo,2018,Fiesta del Trabajo,Barcelona,Cataluna,nacional
1109,21,Mayo,2018,Pascua Granada,Barcelona,Cataluna,local
1110,15,Agosto,2018,Asunción de la Virgen,Barcelona,Cataluna,nacional
1111,11,Septiembre,2018,Diada de Cataluña,Barcelona,Cataluna,regional
1112,24,Septiembre,2018,La Mercè,Barcelona,Cataluna,local
1113,12,Octubre,2018,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1114,1,Noviembre,2018,Día de Todos los Santos,Barcelona,Cataluna,nacional
1115,6,Diciembre,2018,Día de la Constitución Española,Barcelona,Cataluna,nacional
1116,8,Diciembre,2018,Inmaculada Concepción,Barcelona,Cataluna,nacional
1117,25,Diciembre,2018,Navidad,Barcelona,Cataluna,nacional
1118,26,Diciembre,2018,Sant Esteve,Barcelona,Cataluna,regional
1119,1,Enero,2019,Año nuevo,Barcelona,Cataluna,nacional
1120,19,Abril,2019,Viernes Santo,Barcelona,Cataluna,nacional
1121,22,Abril,2019,Lunes de Pascua,Barcelona,Cataluna,regional
1122,1,Mayo,2019,Fiesta del Trabajo,Barcelona,Cataluna,nacional
1123,10,Junio,2019,Pascua Granada,Barcelona,Cataluna,local
1124,24,Junio,2019,San Juan,Barcelona,Cataluna,regional
1125,15,Agosto,2019,Asunción de la Virgen,Barcelona,Cataluna,nacional
1126,11,Septiembre,2019,Diada de Cataluña,Barcelona,Cataluna,regional
1127,24,Septiembre,2019,La Mercè,Barcelona,Cataluna,local
1128,12,Octubre,2019,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1129,1,Noviembre,2019,,Barcelona,Cataluna,nacional
1130,6,Diciembre,2019,Día de la Constitución Española,Barcelona,Cataluna,nacional
1131,25,Diciembre,2019,Natividad del Señor,Barcelona,Cataluna,nacional
1132,26,Diciembre,2019,Sant Esteve,Barcelona,Cataluna,regional
1133,1,Enero,2020,Año nuevo,Barcelona,Cataluna,nacional
1134,6,Enero,2020,Epifanía del Señor,Barcelona,Cataluna,nacional
1135,10,Abril,2020,Viernes Santo,Barcelona,Cataluna,nacional
1136,13,Abril,2020,Lunes de Pascua,Barcelona,Cataluna,regional
1137,1,Mayo,2020,Fiesta del Trabajo,Barcelona,Cataluna,nacional
1138,1,Junio,2020,Lunes de Pascua,Barcelona,Cataluna,local
1139,24,Junio,2020,San Juan,Barcelona,Cataluna,regional
1140,15,Agosto,2020,Asunción de la Virgen,Barcelona,Cataluna,nacional
1141,11,Septiembre,2020,Día Nacional de Catalunya,Barcelona,Cataluna,regional
1142,24,Septiembre,2020,Virgen de la Merced,Barcelona,Cataluna,local
1143,12,Octubre,2020,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1144,8,Diciembre,2020,Inmaculada Concepción,Barcelona,Cataluna,nacional
1145,25,Diciembre,2020,Navidad del Señor,Barcelona,Cataluna,nacional
1146,26,Diciembre,2020,Sant Esteve,Barcelona,Cataluna,regional
1147,1,Enero,2021,Año nuevo,Barcelona,Cataluna,nacional
1148,6,Enero,2021,Epifanía del Señor,Barcelona,Cataluna,nacional
1149,2,Abril,2021,Viernes Santo,Barcelona,Cataluna,nacional
1150,5,Abril,2021,Lunes de Pascua,Barcelona,Cataluna,regional
1151,1,Mayo,2021,Fiesta del Trabajo,Barcelona,Cataluna,nacional
1152,24,Mayo,2021,Segunda Pascua,Barcelona,Cataluna,local
1153,24,Junio,2021,San Juan,Barcelona,Cataluna,regional
1154,11,Septiembre,2021,Día Nacional de Cataluña,Barcelona,Cataluna,regional
1155,24,Septiembre,2021,La Mercè,Barcelona,Cataluna,local
1156,12,Octubre,2021,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1157,1,Noviembre,2021,Día de Todos los Santos,Barcelona,Cataluna,nacional
1158,6,Diciembre,2021,Día de la Constitución Española,Barcelona,Cataluna,nacional
1159,8,Diciembre,2021,Inmaculada Concepción,Barcelona,Cataluna,nacional
1160,25,Diciembre,2021,Navidad,Barcelona,Cataluna,nacional
1161,1,Enero,2022,Año nuevo,Barcelona,Cataluna,nacional
1162,6,Enero,2022,Epifanía del Señor,Barcelona,Cataluna,nacional
1163,15,Abril,2022,Viernes Santo,Barcelona,Cataluna,nacional
1164,18,Abril,2022,Lunes de Pascua,Barcelona,Cataluna,regional
1165,6,Junio,2022,Pascua Granada,Barcelona,Cataluna,regional
1166,24,Junio,2022,San Juan,Barcelona,Cataluna,regional
1167,15,Agosto,2022,Asunción de la Virgen,Barcelona,Cataluna,nacional
1168,24,Septiembre,2022,La Mercè,Barcelona,Cataluna,local
1169,26,Septiembre,2022,Fiesta Local,Barcelona,Cataluna,local
1170,12,Octubre,2022,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1171,1,Noviembre,2022,Día de Todos los Santos,Barcelona,Cataluna,nacional
1172,6,Diciembre,2022,Día de la Constitución Española,Barcelona,Cataluna,nacional
1173,8,Diciembre,2022,Inmaculada Concepción,Barcelona,Cataluna,nacional
1174,26,Diciembre,2022,San Esteban,Barcelona,Cataluna,regional
1175,6,Enero,2023,Día de Reyes,Barcelona,Cataluna,nacional
1176,7,Abril,2023,Viernes Santo,Barcelona,Cataluna,nacional
1177,10,Abril,2023,Lunes de Pascua,Barcelona,Cataluna,regional
1178,1,Mayo,2023,Día Del Trabajo,Barcelona,Cataluna,nacional
1179,5,Junio,2023,Pascua Granada,Barcelona,Cataluna,local
1180,24,Junio,2023,San Juan,Barcelona,Cataluna,regional
1181,15,Agosto,2023,Asunción de la Virgen,Barcelona,Cataluna,nacional
1182,11,Septiembre,2023,Día de Cataluña,Barcelona,Cataluna,regional
1183,24,Septiembre,2023,La Mercè(se traslada al lunes),Barcelona,Cataluna,local
1184,12,Octubre,2023,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1185,1,Noviembre,2023,Día de Todos los Santos,Barcelona,Cataluna,nacional
1186,6,Diciembre,2023,Día de la Constitución Española,Barcelona,Cataluna,nacional
1187,8,Diciembre,2023,Inmaculada Concepción,Barcelona,Cataluna,nacional
1188,25,Diciembre,2023,Navidad,Barcelona,Cataluna,nacional
1189,26,Diciembre,2023,San Esteban,Barcelona,Cataluna,regional
1190,1,Enero,2024,Año nuevo,Barcelona,Cataluna,nacional
1191,6,Enero,2024,Epifanía del Señor,Barcelona,Cataluna,nacional
1192,29,Marzo,2024,Viernes Santo,Barcelona,Cataluna,nacional
1193,1,Abril,2024,Lunes de Pascua,Barcelona,Cataluna,regional
1194,1,Mayo,2024,Día del Trabajo,Barcelona,Cataluna,nacional
1195,20,Mayo,2024,Lunes de Pascua Granada,Barcelona,Cataluna,local
1196,24,Junio,2024,San Juan,Barcelona,Cataluna,regional
1197,15,Agosto,2024,Asunción de la Virgen,Barcelona,Cataluna,nacional
1198,11,Septiembre,2024,Diada,Barcelona,Cataluna,regional
1199,24,Septiembre,2024,La Mercè,Barcelona,Cataluna,local
1200,12,Octubre,2024,Fiesta Nacional Española,Barcelona,Cataluna,nacional
1201,1,Noviembre,2024,Día de Todos los Santos,Barcelona,Cataluna,nacional
1202,6,Diciembre,2024,Día de la Constitución Española,Barcelona,Cataluna,nacional
1203,25,Diciembre,2024,Navidad,Barcelona,Cataluna,nacional
1204,26,Diciembre,2024,San Esteban,Barcelona,Cataluna,regional
1205,1,Enero,2025,Año nuevo,Barcelona,Cataluna,nacional
1206,6,Enero,2025,Epifanía del Señor,Barcelona,Cataluna,nacional
1207,18,Abril,2025,Viernes Santo,Barcelona,Cataluna,nacional
1208,21,Abril,2025,Lunes de Pascua,Barcelona,Cataluna,regional
1209,1,Mayo,2025,Día del Trabajo,Barcelona,Cataluna,nacional
1210,9,Junio,2025,Lunes de Pascua Granada,Barcelona,Cataluna,local
1211,24,Junio,2025,San Juan,Barcelona,Cataluna,regional
1212,15,Agosto,2025,Asunción de la Virgen,Barcelona,Cataluna,nacional
1213,11,Septiembre,2025,Diada Nacional de Cataluña,Barcelona,Cataluna,regional
1214,24,Septiembre,2025,La Mercè,Barcelona,Cataluna,local
1215,1,Noviembre,2025,Día de Todos los Santos,Barcelona,Cataluna,nacional
1216,6,Diciembre,2025,Día de la Constitución Española,Barcelona,Cataluna,nacional
1217,8,Diciembre,2025,Inmaculada Concepción,Barcelona,Cataluna,nacional
1218,25,Diciembre,2025,Navidad,Barcelona,Cataluna,nacional
1219,26,Diciembre,2025,San Esteban,Barcelona,Cataluna,regional
1220,1,Enero,2015,Año nuevo,Burgos,Castilla y Leon,nacional
1221,6,Enero,2015,Epifanía del Señor,Burgos,Castilla y Leon,nacional
1222,2,Abril,2015,Jueves Santo,Burgos,Castilla y Leon,regional
1223,3,Abril,2015,Viernes Santo,Burgos,Castilla y Leon,nacional
1224,23,Abril,2015,Día de Castilla León,Burgos,Castilla y Leon,regional
1225,1,Mayo,2015,Día del trabajo,Burgos,Castilla y Leon,nacional
1226,12,Junio,2015,Curpillos,Burgos,Castilla y Leon,local
1227,29,Junio,2015,San Pedro,Burgos,Castilla y Leon,local
1228,15,Agosto,2015,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1229,12,Octubre,2015,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1230,1,Noviembre,2015,Día de Todos los Santos(se traslada al lunes),Burgos,Castilla y Leon,nacional
1231,6,Diciembre,2015,Día de la Constitución Española(se traslada al lunes),Burgos,Castilla y Leon,nacional
1232,8,Diciembre,2015,Inmaculada Concepción,Burgos,Castilla y Leon,nacional
1233,25,Diciembre,2015,Natividad del Señor,Burgos,Castilla y Leon,regional
1234,1,Enero,2016,Año nuevo,Burgos,Castilla y Leon,nacional
1235,6,Enero,2016,Epifanía del Señor,Burgos,Castilla y Leon,nacional
1236,24,Marzo,2016,Jueves Santo,Burgos,Castilla y Leon,regional
1237,25,Marzo,2016,Viernes Santo,Burgos,Castilla y Leon,nacional
1238,23,Abril,2016,Día de Castilla León,Burgos,Castilla y Leon,regional
1239,1,Mayo,2016,Día del trabajo(se traslada al lunes),Burgos,Castilla y Leon,regional
1240,3,Junio,2016,Curpillos,Burgos,Castilla y Leon,local
1241,29,Junio,2016,San Pedro,Burgos,Castilla y Leon,local
1242,15,Agosto,2016,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1243,12,Octubre,2016,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1244,1,Noviembre,2016,Día de Todos los Santos,Burgos,Castilla y Leon,nacional
1245,6,Diciembre,2016,Día de la Constitución Española,Burgos,Castilla y Leon,nacional
1246,8,Diciembre,2016,Inmaculada Concepción,Burgos,Castilla y Leon,nacional
1247,25,Diciembre,2016,Natividad del Señor(se traslada al lunes),Burgos,Castilla y Leon,regional
1248,1,Enero,2017,Año Nuevo(se traslada al lunes),Burgos,Castilla y Leon,regional
1249,6,Enero,2017,Epifanía del Señor,Burgos,Castilla y Leon,nacional
1250,13,Abril,2017,Jueves Santo,Burgos,Castilla y Leon,regional
1251,14,Abril,2017,Viernes Santo,Burgos,Castilla y Leon,nacional
1252,23,Abril,2017,Día de Castilla León(se traslada al lunes),Burgos,Castilla y Leon,regional
1253,1,Mayo,2017,Día del Trabajo,Burgos,Castilla y Leon,nacional
1254,16,Junio,2017,Curpillos,Burgos,Castilla y Leon,local
1255,29,Junio,2017,San Pedro,Burgos,Castilla y Leon,local
1256,15,Agosto,2017,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1257,12,Octubre,2017,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1258,1,Noviembre,2017,Día de Todos los Santos,Burgos,Castilla y Leon,nacional
1259,6,Diciembre,2017,Día de la Constitución Española,Burgos,Castilla y Leon,nacional
1260,8,Diciembre,2017,Inmaculada Concepción,Burgos,Castilla y Leon,nacional
1261,25,Diciembre,2017,Natividad del Señor,Burgos,Castilla y Leon,nacional
1262,1,Enero,2018,Año nuevo,Burgos,Castilla y Leon,nacional
1263,6,Enero,2018,Epifanía del Señor,Burgos,Castilla y Leon,nacional
1264,29,Marzo,2018,Jueves Santo,Burgos,Castilla y Leon,regional
1265,30,Marzo,2018,Viernes Santo,Burgos,Castilla y Leon,nacional
1266,23,Abril,2018,Día de Castilla León,Burgos,Castilla y Leon,regional
1267,1,Mayo,2018,Fiesta del Trabajo,Burgos,Castilla y Leon,nacional
1268,8,Junio,2018,Curpillos,Burgos,Castilla y Leon,local
1269,29,Junio,2018,San Pedro,Burgos,Castilla y Leon,local
1270,15,Agosto,2018,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1271,12,Octubre,2018,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1272,1,Noviembre,2018,Día de Todos los Santos,Burgos,Castilla y Leon,nacional
1273,6,Diciembre,2018,Día de la Constitución Española,Burgos,Castilla y Leon,nacional
1274,8,Diciembre,2018,Inmaculada Concepción,Burgos,Castilla y Leon,nacional
1275,25,Diciembre,2018,Navidad,Burgos,Castilla y Leon,nacional
1276,1,Enero,2019,Año nuevo,Burgos,Castilla y Leon,nacional
1277,6,Enero,2019,Epifanía del Señor(se traslada al lunes),Burgos,Castilla y Leon,regional
1278,18,Abril,2019,Jueves Santo,Burgos,Castilla y Leon,regional
1279,19,Abril,2019,Viernes Santo,Burgos,Castilla y Leon,nacional
1280,23,Abril,2019,Día de Castilla León,Burgos,Castilla y Leon,regional
1281,1,Mayo,2019,Fiesta del Trabajo,Burgos,Castilla y Leon,nacional
1282,21,Junio,2019,Curpillos,Burgos,Castilla y Leon,local
1283,29,Junio,2019,San Pedro,Burgos,Castilla y Leon,local
1284,15,Agosto,2019,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1285,12,Octubre,2019,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1286,1,Noviembre,2019,,Burgos,Castilla y Leon,nacional
1287,6,Diciembre,2019,Día de la Constitución Española,Burgos,Castilla y Leon,nacional
1288,8,Diciembre,2019,Inmaculada Concepción(se traslada al lunes),Burgos,Castilla y Leon,regional
1289,25,Diciembre,2019,Natividad del Señor,Burgos,Castilla y Leon,nacional
1290,1,Enero,2020,Año nuevo,Burgos,Castilla y Leon,nacional
1291,6,Enero,2020,Epifanía del Señor,Burgos,Castilla y Leon,nacional
1292,9,Abril,2020,Jueves Santo,Burgos,Castilla y Leon,regional
1293,10,Abril,2020,Viernes Santo,Burgos,Castilla y Leon,nacional
1294,23,Abril,2020,Día de Castilla León,Burgos,Castilla y Leon,regional
1295,1,Mayo,2020,Fiesta del Trabajo,Burgos,Castilla y Leon,nacional
1296,19,Junio,2020,Curpillos,Burgos,Castilla y Leon,local
1297,29,Junio,2020,San Pedro,Burgos,Castilla y Leon,local
1298,15,Agosto,2020,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1299,12,Octubre,2020,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1300,1,Noviembre,2020,Todos los Santos(se traslada al lunes),Burgos,Castilla y Leon,regional
1301,6,Diciembre,2020,Día de la Constitución(se traslada al lunes),Burgos,Castilla y Leon,regional
1302,8,Diciembre,2020,Inmaculada Concepción,Burgos,Castilla y Leon,nacional
1303,25,Diciembre,2020,Navidad del Señor,Burgos,Castilla y Leon,nacional
1304,1,Enero,2021,Año nuevo,Burgos,Castilla y Leon,nacional
1305,6,Enero,2021,Epifanía del Señor,Burgos,Castilla y Leon,nacional
1306,1,Abril,2021,Jueves Santo,Burgos,Castilla y Leon,regional
1307,2,Abril,2021,Viernes Santo,Burgos,Castilla y Leon,nacional
1308,23,Abril,2021,Día de Castilla León,Burgos,Castilla y Leon,regional
1309,1,Mayo,2021,Fiesta del Trabajo,Burgos,Castilla y Leon,nacional
1310,19,Junio,2021,Curpillos,Burgos,Castilla y Leon,local
1311,29,Junio,2021,San Pedro,Burgos,Castilla y Leon,local
1312,16,Agosto,2021,Lunes siguiente de la Asunción de la Virgen,Burgos,Castilla y Leon,regional
1313,12,Octubre,2021,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1314,1,Noviembre,2021,Día de Todos los Santos,Burgos,Castilla y Leon,nacional
1315,6,Diciembre,2021,Día de la Constitución Española,Burgos,Castilla y Leon,nacional
1316,8,Diciembre,2021,Inmaculada Concepción,Burgos,Castilla y Leon,nacional
1317,25,Diciembre,2021,Navidad,Burgos,Castilla y Leon,nacional
1318,1,Enero,2022,Año nuevo,Burgos,Castilla y Leon,nacional
1319,6,Enero,2022,Epifanía del Señor,Burgos,Castilla y Leon,nacional
1320,14,Abril,2022,Jueves Santo,Burgos,Castilla y Leon,regional
1321,15,Abril,2022,Viernes Santo,Burgos,Castilla y Leon,nacional
1322,23,Abril,2022,Día de Castilla León,Burgos,Castilla y Leon,regional
1323,1,Mayo,2022,Día del Trabajo(se traslada al lunes),Burgos,Castilla y Leon,regional
1324,17,Junio,2022,Curpillo,Burgos,Castilla y Leon,local
1325,29,Junio,2022,San Pedro,Burgos,Castilla y Leon,local
1326,15,Agosto,2022,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1327,12,Octubre,2022,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1328,1,Noviembre,2022,Día de Todos los Santos,Burgos,Castilla y Leon,nacional
1329,6,Diciembre,2022,Día de la Constitución Española,Burgos,Castilla y Leon,nacional
1330,8,Diciembre,2022,Inmaculada Concepción,Burgos,Castilla y Leon,nacional
1331,25,Diciembre,2022,Natividad del Señor(se traslada al lunes),Burgos,Castilla y Leon,regional
1332,1,Enero,2023,Año Nuevo(se traslada al lunes),Burgos,Castilla y Leon,regional
1333,6,Enero,2023,Día de Reyes,Burgos,Castilla y Leon,nacional
1334,6,Abril,2023,Jueves Santo,Burgos,Castilla y Leon,regional
1335,7,Abril,2023,Viernes Santo,Burgos,Castilla y Leon,nacional
1336,1,Mayo,2023,Día Del Trabajo,Burgos,Castilla y Leon,nacional
1337,16,Junio,2023,Curpillos,Burgos,Castilla y Leon,local
1338,29,Junio,2023,Corpus Chico,Burgos,Castilla y Leon,local
1339,25,Julio,2023,Santiago Apostol,Burgos,Castilla y Leon,regional
1340,15,Agosto,2023,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1341,12,Octubre,2023,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1342,1,Noviembre,2023,Día de Todos los Santos,Burgos,Castilla y Leon,nacional
1343,6,Diciembre,2023,Día de la Constitución Española,Burgos,Castilla y Leon,nacional
1344,8,Diciembre,2023,Inmaculada Concepción,Burgos,Castilla y Leon,nacional
1345,25,Diciembre,2023,Navidad,Burgos,Castilla y Leon,nacional
1346,1,Enero,2024,Año nuevo,Burgos,Castilla y Leon,nacional
1347,6,Enero,2024,Epifanía del Señor,Burgos,Castilla y Leon,nacional
1348,28,Marzo,2024,Jueves Santo,Burgos,Castilla y Leon,regional
1349,29,Marzo,2024,Viernes Santo,Burgos,Castilla y Leon,nacional
1350,23,Abril,2024,Día de Castilla León,Burgos,Castilla y Leon,regional
1351,1,Mayo,2024,Día del Trabajo,Burgos,Castilla y Leon,nacional
1352,7,Junio,2024,Curpillos,Burgos,Castilla y Leon,local
1353,29,Junio,2024,San Pedro,Burgos,Castilla y Leon,local
1354,15,Agosto,2024,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1355,12,Octubre,2024,Fiesta Nacional Española,Burgos,Castilla y Leon,nacional
1356,1,Noviembre,2024,Día de Todos los Santos,Burgos,Castilla y Leon,nacional
1357,6,Diciembre,2024,Día de la Constitución Española,Burgos,Castilla y Leon,nacional
1358,8,Diciembre,2024,Día de la Inmaculada(se traslada al lunes),Burgos,Castilla y Leon,regional
1359,25,Diciembre,2024,Navidad,Burgos,Castilla y Leon,nacional
1360,1,Enero,2025,Año nuevo,Burgos,Castilla y Leon,nacional
1361,6,Enero,2025,Epifanía del Señor,Burgos,Castilla y Leon,nacional
1362,17,Abril,2025,Jueves Santo,Burgos,Castilla y Leon,regional
1363,18,Abril,2025,Viernes Santo,Burgos,Castilla y Leon,nacional
1364,23,Abril,2025,Día de Castilla León,Burgos,Castilla y Leon,regional
1365,1,Mayo,2025,Día del Trabajo,Burgos,Castilla y Leon,nacional
1366,20,Junio,2025,Curpillos,Burgos,Castilla y Leon,local
1367,29,Junio,2025,San Pedro(se traslada al lunes),Burgos,Castilla y Leon,local
1368,15,Agosto,2025,Asunción de la Virgen,Burgos,Castilla y Leon,nacional
1369,12,Octubre,2025,Fiesta Nacional(se traslada al lunes),Burgos,Castilla y Leon,regional
1370,1,Noviembre,2025,Día de Todos los Santos,Burgos,Castilla y Leon,nacional
1371,6,Diciembre,2025,Día de la Constitución Española,Burgos,Castilla y Leon,nacional
1372,8,Diciembre,2025,Inmaculada Concepción,Burgos,Castilla y Leon,nacional
1373,25,Diciembre,2025,Navidad,Burgos,Castilla y Leon,nacional
1374,1,Enero,2015,Año nuevo,Caceres,Extremadura,nacional
1375,6,Enero,2015,Epifanía del Señor,Caceres,Extremadura,nacional
1376,2,Abril,2015,San Anastasi,Caceres,Extremadura,regional
1377,3,Abril,2015,Viernes Santo,Caceres,Extremadura,nacional
1378,23,Abril,2015,San Jorge,Caceres,Extremadura,local
1379,1,Mayo,2015,Fiesta del Trabajo,Caceres,Extremadura,regional
1380,29,Mayo,2015,Fiestas de San Fernando,Caceres,Extremadura,local
1381,15,Agosto,2015,Asunción de la Virgen,Caceres,Extremadura,nacional
1382,8,Septiembre,2015,Día de Extremadura,Caceres,Extremadura,regional
1383,12,Octubre,2015,Fiesta Nacional Española,Caceres,Extremadura,nacional
