,dia,mes,anio,festivo,provincia,comunidad,ambito
5329,15,Agosto,2023,Asunción de la Virgen,Teruel,Aragon,nacional
5330,12,Octubre,2023,Fiesta Nacional Española,Teruel,Aragon,nacional
5331,1,Noviembre,2023,Día de Todos los Santos,Teruel,Aragon,nacional
5332,6,Diciembre,2023,Día de la Constitución Española,Teruel,Aragon,nacional
5333,8,Diciembre,2023,Inmaculada Concepción,Teruel,Aragon,nacional
5334,25,Diciembre,2023,Navidad,Teruel,Aragon,nacional
5335,1,Enero,2024,Año nuevo,Teruel,Aragon,nacional
5336,6,Enero,2024,Epifanía del Señor,Teruel,Aragon,nacional
5337,28,Marzo,2024,Jueves Santo,Teruel,Aragon,regional
5338,29,Marzo,2024,Viernes Santo,Teruel,Aragon,nacional
5339,2,Abril,2024,Sermón de las Tortillas,Teruel,Aragon,local
5340,23,Abril,2024,San Jorge. Día de Aragón,Teruel,Aragon,regional
5341,1,Mayo,2024,Día del Trabajo,Teruel,Aragon,nacional
5342,8,Julio,2024,Vaquilla del Ángel,Teruel,Aragon,local
5343,15,Agosto,2024,Asunción de la Virgen,Teruel,Aragon,nacional
5344,12,Octubre,2024,Fiesta Nacional Española,Teruel,Aragon,nacional
5345,1,Noviembre,2024,Día de Todos los Santos,Teruel,Aragon,nacional
5346,6,Diciembre,2024,Día de la Constitución Española,Teruel,Aragon,nacional
5347,8,Diciembre,2024,Día de la Inmaculada(se traslada al lunes),Teruel,Aragon,regional
5348,25,Diciembre,2024,Navidad,Teruel,Aragon,nacional
5349,1,Enero,2025,Año nuevo,Teruel,Aragon,nacional
5350,6,Enero,2025,Epifanía del Señor,Teruel,Aragon,nacional
5351,17,Abril,2025,Jueves Santo,Teruel,Aragon,regional
5352,18,Abril,2025,Viernes Santo,Teruel,Aragon,nacional
5353,22,Abril,2025,Sermón de las Tortillas,Teruel,Aragon,local
5354,23,Abril,2025,San Jorge. Día de Aragón,Teruel,Aragon,regional
5355,1,Mayo,2025,Día del Trabajo,Teruel,Aragon,nacional
5356,14,Julio,2025,Día de la Vaquilla,Teruel,Aragon,local
5357,15,Agosto,2025,Asunción de la Virgen,Teruel,Aragon,nacional
5358,12,Octubre,2025,Fiesta Nacional(se traslada al lunes),Teruel,Aragon,regional
5359,1,Noviembre,2025,Día de Todos los Santos,Teruel,Aragon,nacional
5360,6,Diciembre,2025,Día de la Constitución Española,Teruel,Aragon,nacional
5361,8,Diciembre,2025,Inmaculada Concepción,Teruel,Aragon,nacional
5362,25,Diciembre,2025,Navidad,Teruel,Aragon,nacional
5363,1,Enero,2015,Año nuevo,Toledo,Castilla-La Mancha,nacional
5364,6,Enero,2015,Epifanía del Señor,Toledo,Castilla-La Mancha,nacional
5365,23,Enero,2015,San Ildefonso,Toledo,Castilla-La Mancha,local
5366,19,Marzo,2015,San José,Toledo,Castilla-La Mancha,local
5367,2,Abril,2015,Jueves Santo,Toledo,Castilla-La Mancha,regional
5368,3,Abril,2015,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5369,6,Abril,2015,Lunes de Pascua,Toledo,Castilla-La Mancha,regional
5370,1,Mayo,2015,Día del trabajo,Toledo,Castilla-La Mancha,nacional
5371,4,Junio,2015,Corpus Christi,Toledo,Castilla-La Mancha,regional
5372,15,Agosto,2015,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5373,12,Octubre,2015,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5374,6,Diciembre,2015,Día de la Constitución Española(se traslada al lunes),Toledo,Castilla-La Mancha,nacional
5375,8,Diciembre,2015,Inmaculada Concepción,Toledo,Castilla-La Mancha,nacional
5376,25,Diciembre,2015,Natividad del Señor,Toledo,Castilla-La Mancha,nacional
5377,1,Enero,2016,Año nuevo,Toledo,Castilla-La Mancha,nacional
5378,6,Enero,2016,Epifanía del Señor,Toledo,Castilla-La Mancha,nacional
5379,23,Enero,2016,San Ildefonso,Toledo,Castilla-La Mancha,local
5380,24,Marzo,2016,Jueves Santo,Toledo,Castilla-La Mancha,regional
5381,25,Marzo,2016,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5382,28,Marzo,2016,Lunes de Pascua,Toledo,Castilla-La Mancha,local
5383,26,Mayo,2016,Corpus Christi,Toledo,Castilla-La Mancha,regional
5384,31,Mayo,2016,Día de la Región de Castilla la Mancha,Toledo,Castilla-La Mancha,regional
5385,15,Agosto,2016,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5386,12,Octubre,2016,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5387,1,Noviembre,2016,Día de Todos los Santos,Toledo,Castilla-La Mancha,nacional
5388,6,Diciembre,2016,Día de la Constitución Española,Toledo,Castilla-La Mancha,nacional
5389,8,Diciembre,2016,Inmaculada Concepción,Toledo,Castilla-La Mancha,nacional
5390,25,Diciembre,2016,Natividad del Señor(se traslada al lunes),Toledo,Castilla-La Mancha,regional
5391,6,Enero,2017,Epifanía del Señor,Toledo,Castilla-La Mancha,nacional
5392,23,Enero,2017,San Ildefonso,Toledo,Castilla-La Mancha,local
5393,13,Abril,2017,Jueves Santo,Toledo,Castilla-La Mancha,regional
5394,14,Abril,2017,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5395,17,Abril,2017,Lunes de Pascua,Toledo,Castilla-La Mancha,local
5396,1,Mayo,2017,Día del Trabajo,Toledo,Castilla-La Mancha,nacional
5397,31,Mayo,2017,Día de la Región de Castilla la Mancha,Toledo,Castilla-La Mancha,regional
5398,15,Junio,2017,Corpus Christi,Toledo,Castilla-La Mancha,regional
5399,15,Agosto,2017,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5400,12,Octubre,2017,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5401,1,Noviembre,2017,Día de Todos los Santos,Toledo,Castilla-La Mancha,nacional
5402,6,Diciembre,2017,Día de la Constitución Española,Toledo,Castilla-La Mancha,nacional
5403,8,Diciembre,2017,Inmaculada Concepción,Toledo,Castilla-La Mancha,nacional
5404,25,Diciembre,2017,Natividad del Señor,Toledo,Castilla-La Mancha,nacional
5405,1,Enero,2018,Año nuevo,Toledo,Castilla-La Mancha,nacional
5406,6,Enero,2018,Epifanía del Señor,Toledo,Castilla-La Mancha,nacional
5407,23,Enero,2018,San Ildefonso,Toledo,Castilla-La Mancha,local
5408,29,Marzo,2018,Jueves Santo,Toledo,Castilla-La Mancha,regional
5409,30,Marzo,2018,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5410,2,Abril,2018,Lunes de Pascua,Toledo,Castilla-La Mancha,local
5411,1,Mayo,2018,Fiesta del Trabajo,Toledo,Castilla-La Mancha,nacional
5412,31,Mayo,2018,Día de la Región de Castilla la Mancha,Toledo,Castilla-La Mancha,regional
5413,15,Agosto,2018,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5414,12,Octubre,2018,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5415,1,Noviembre,2018,Día de Todos los Santos,Toledo,Castilla-La Mancha,nacional
5416,6,Diciembre,2018,Día de la Constitución Española,Toledo,Castilla-La Mancha,nacional
5417,8,Diciembre,2018,Inmaculada Concepción,Toledo,Castilla-La Mancha,nacional
5418,25,Diciembre,2018,Navidad,Toledo,Castilla-La Mancha,nacional
5419,1,Enero,2019,Año nuevo,Toledo,Castilla-La Mancha,nacional
5420,23,Enero,2019,San Ildefonso,Toledo,Castilla-La Mancha,local
5421,19,Marzo,2019,Día de San José,Toledo,Castilla-La Mancha,local
5422,18,Abril,2019,Jueves Santo,Toledo,Castilla-La Mancha,regional
5423,19,Abril,2019,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5424,22,Abril,2019,Lunes de Pascua,Toledo,Castilla-La Mancha,regional
5425,1,Mayo,2019,Fiesta del Trabajo,Toledo,Castilla-La Mancha,nacional
5426,31,Mayo,2019,Día de la Región de Castilla la Mancha,Toledo,Castilla-La Mancha,regional
5427,20,Junio,2019,Corpus Christi,Toledo,Castilla-La Mancha,regional
5428,15,Agosto,2019,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5429,12,Octubre,2019,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5430,1,Noviembre,2019,,Toledo,Castilla-La Mancha,nacional
5431,6,Diciembre,2019,Día de la Constitución Española,Toledo,Castilla-La Mancha,nacional
5432,25,Diciembre,2019,Natividad del Señor,Toledo,Castilla-La Mancha,nacional
5433,1,Enero,2020,Año nuevo,Toledo,Castilla-La Mancha,nacional
5434,6,Enero,2020,Epifanía del Señor,Toledo,Castilla-La Mancha,nacional
5435,23,Enero,2020,San Ildefonso,Toledo,Castilla-La Mancha,local
5436,19,Marzo,2020,San José,Toledo,Castilla-La Mancha,regional
5437,9,Abril,2020,Jueves Santo,Toledo,Castilla-La Mancha,regional
5438,10,Abril,2020,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5439,13,Abril,2020,Lunes de Pascua,Toledo,Castilla-La Mancha,regional
5440,1,Mayo,2020,Fiesta del Trabajo,Toledo,Castilla-La Mancha,nacional
5441,11,Junio,2020,Fiestas del Corpus Christi,Toledo,Castilla-La Mancha,regional
5442,15,Agosto,2020,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5443,12,Octubre,2020,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5444,8,Diciembre,2020,Inmaculada Concepción,Toledo,Castilla-La Mancha,nacional
5445,9,Diciembre,2020,Santa Leocadia,Toledo,Castilla-La Mancha,local
5446,25,Diciembre,2020,Navidad del Señor,Toledo,Castilla-La Mancha,nacional
5447,1,Enero,2021,Año nuevo,Toledo,Castilla-La Mancha,nacional
5448,6,Enero,2021,Epifanía del Señor,Toledo,Castilla-La Mancha,nacional
5449,23,Enero,2021,San Ildefonso,Toledo,Castilla-La Mancha,local
5450,1,Abril,2021,Jueves Santo,Toledo,Castilla-La Mancha,regional
5451,2,Abril,2021,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5452,5,Abril,2021,Lunes de Pascua,Toledo,Castilla-La Mancha,local
5453,1,Mayo,2021,Fiesta del Trabajo,Toledo,Castilla-La Mancha,nacional
5454,31,Mayo,2021,Día de la Región de Castilla la Mancha,Toledo,Castilla-La Mancha,regional
5455,3,Junio,2021,Corpus Christi,Toledo,Castilla-La Mancha,regional
5456,12,Octubre,2021,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5457,1,Noviembre,2021,Día de Todos los Santos,Toledo,Castilla-La Mancha,nacional
5458,6,Diciembre,2021,Día de la Constitución Española,Toledo,Castilla-La Mancha,nacional
5459,8,Diciembre,2021,Inmaculada Concepción,Toledo,Castilla-La Mancha,nacional
5460,25,Diciembre,2021,Navidad,Toledo,Castilla-La Mancha,nacional
5461,1,Enero,2022,Año nuevo,Toledo,Castilla-La Mancha,nacional
5462,6,Enero,2022,Epifanía del Señor,Toledo,Castilla-La Mancha,nacional
5463,19,Marzo,2022,San José,Toledo,Castilla-La Mancha,local
5464,14,Abril,2022,Jueves Santo,Toledo,Castilla-La Mancha,regional
5465,15,Abril,2022,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5466,18,Abril,2022,Lunes de Pascua,Toledo,Castilla-La Mancha,local
5467,31,Mayo,2022,Día de Castilla La Mancha,Toledo,Castilla-La Mancha,regional
5468,16,Junio,2022,Corpus Christi,Toledo,Castilla-La Mancha,regional
5469,15,Agosto,2022,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5470,12,Octubre,2022,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5471,1,Noviembre,2022,Día de Todos los Santos,Toledo,Castilla-La Mancha,nacional
5472,6,Diciembre,2022,Día de la Constitución Española,Toledo,Castilla-La Mancha,nacional
5473,8,Diciembre,2022,Inmaculada Concepción,Toledo,Castilla-La Mancha,nacional
5474,25,Diciembre,2022,Natividad del Señor(se traslada al lunes),Toledo,Castilla-La Mancha,regional
5475,6,Enero,2023,Día de Reyes,Toledo,Castilla-La Mancha,nacional
5476,23,Enero,2023,San Ildefonso,Toledo,Castilla-La Mancha,local
5477,6,Abril,2023,Jueves Santo,Toledo,Castilla-La Mancha,regional
5478,7,Abril,2023,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5479,10,Abril,2023,Lunes de Pascua,Toledo,Castilla-La Mancha,local
5480,1,Mayo,2023,Día Del Trabajo,Toledo,Castilla-La Mancha,nacional
5481,31,Mayo,2023,Día de la Región de Castilla la Mancha,Toledo,Castilla-La Mancha,regional
5482,8,Junio,2023,Corpus Christi,Toledo,Castilla-La Mancha,regional
5483,15,Agosto,2023,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5484,12,Octubre,2023,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5485,1,Noviembre,2023,Día de Todos los Santos,Toledo,Castilla-La Mancha,nacional
5486,6,Diciembre,2023,Día de la Constitución Española,Toledo,Castilla-La Mancha,nacional
5487,8,Diciembre,2023,Inmaculada Concepción,Toledo,Castilla-La Mancha,nacional
5488,25,Diciembre,2023,Navidad,Toledo,Castilla-La Mancha,nacional
5489,1,Enero,2024,Año nuevo,Toledo,Castilla-La Mancha,nacional
5490,6,Enero,2024,Epifanía del Señor,Toledo,Castilla-La Mancha,nacional
5491,23,Enero,2024,San Ildefonso,Toledo,Castilla-La Mancha,local
5492,28,Marzo,2024,Jueves Santo,Toledo,Castilla-La Mancha,regional
5493,29,Marzo,2024,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5494,1,Abril,2024,Lunes de Pascua,Toledo,Castilla-La Mancha,local
5495,1,Mayo,2024,Día del Trabajo,Toledo,Castilla-La Mancha,nacional
5496,30,Mayo,2024,Corpus Christi,Toledo,Castilla-La Mancha,regional
5497,31,Mayo,2024,Día de la Región de Castilla la Mancha,Toledo,Castilla-La Mancha,regional
5498,15,Agosto,2024,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5499,12,Octubre,2024,Fiesta Nacional Española,Toledo,Castilla-La Mancha,nacional
5500,1,Noviembre,2024,Día de Todos los Santos,Toledo,Castilla-La Mancha,nacional
5501,6,Diciembre,2024,Día de la Constitución Española,Toledo,Castilla-La Mancha,nacional
5502,25,Diciembre,2024,Navidad,Toledo,Castilla-La Mancha,nacional
5503,1,Enero,2025,Año nuevo,Toledo,Castilla-La Mancha,nacional
5504,6,Enero,2025,Epifanía del Señor,Toledo,Castilla-La Mancha,nacional
5505,23,Enero,2025,San Ildefonso,Toledo,Castilla-La Mancha,local
5506,17,Abril,2025,Jueves Santo,Toledo,Castilla-La Mancha,regional
5507,18,Abril,2025,Viernes Santo,Toledo,Castilla-La Mancha,nacional
5508,21,Abril,2025,Lunes de Pascua,Toledo,Castilla-La Mancha,local
5509,1,Mayo,2025,Día del Trabajo,Toledo,Castilla-La Mancha,nacional
5510,31,Mayo,2025,Día de la Región de Castilla la Mancha,Toledo,Castilla-La Mancha,regional
5511,19,Junio,2025,Corpus Christi,Toledo,Castilla-La Mancha,regional
5512,15,Agosto,2025,Asunción de la Virgen,Toledo,Castilla-La Mancha,nacional
5513,1,Noviembre,2025,Día de Todos los Santos,Toledo,Castilla-La Mancha,nacional
5514,6,Diciembre,2025,Día de la Constitución Española,Toledo,Castilla-La Mancha,nacional
5515,8,Diciembre,2025,Inmaculada Concepción,Toledo,Castilla-La Mancha,nacional
5516,25,Diciembre,2025,Navidad,Toledo,Castilla-La Mancha,nacional
5517,1,Enero,2015,Año nuevo,Valencia,Comunidad Valenciana,nacional
5518,6,Enero,2015,Epifanía del Señor,Valencia,Comunidad Valenciana,nacional
5519,22,Enero,2015,San Vicente Mártir,Valencia,Comunidad Valenciana,local
5520,19,Marzo,2015,San José,Valencia,Comunidad Valenciana,regional
5521,3,Abril,2015,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5522,6,Abril,2015,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5523,13,Abril,2015,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5524,1,Mayo,2015,Fiesta del Trabajo,Valencia,Comunidad Valenciana,regional
5525,15,Agosto,2015,Asunción de la Virgen,Valencia,Comunidad Valenciana,nacional
5526,9,Octubre,2015,Día de la Comunitat Valenciana,Valencia,Comunidad Valenciana,regional
5527,12,Octubre,2015,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5528,6,Diciembre,2015,Día de la Constitución Española(se traslada al lunes),Valencia,Comunidad Valenciana,nacional
5529,8,Diciembre,2015,Inmaculada Concepción,Valencia,Comunidad Valenciana,nacional
5530,25,Diciembre,2015,Natividad del Señor,Valencia,Comunidad Valenciana,nacional
5531,1,Enero,2016,Año nuevo,Valencia,Comunidad Valenciana,nacional
5532,6,Enero,2016,Epifanía del Señor,Valencia,Comunidad Valenciana,nacional
5533,22,Enero,2016,San Vicente Mártir,Valencia,Comunidad Valenciana,local
5534,19,Marzo,2016,San José,Valencia,Comunidad Valenciana,regional
5535,24,Marzo,2016,Jueves Santo,Valencia,Comunidad Valenciana,regional
5536,25,Marzo,2016,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5537,28,Marzo,2016,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5538,4,Abril,2016,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5539,15,Agosto,2016,Asunción de la Virgen,Valencia,Comunidad Valenciana,nacional
5540,12,Octubre,2016,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5541,1,Noviembre,2016,Día de Todos los Santos,Valencia,Comunidad Valenciana,nacional
5542,6,Diciembre,2016,Día de la Constitución Española,Valencia,Comunidad Valenciana,nacional
5543,8,Diciembre,2016,Inmaculada Concepción,Valencia,Comunidad Valenciana,nacional
5544,25,Diciembre,2016,Natividad del Señor(se traslada al lunes),Valencia,Comunidad Valenciana,regional
5545,6,Enero,2017,Epifanía del Señor,Valencia,Comunidad Valenciana,nacional
5546,17,Marzo,2017,Fallas,Valencia,Comunidad Valenciana,local
5547,13,Abril,2017,Jueves Santo,Valencia,Comunidad Valenciana,regional
5548,14,Abril,2017,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5549,17,Abril,2017,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5550,24,Abril,2017,San Vicente,Valencia,Comunidad Valenciana,local
5551,1,Mayo,2017,Día del Trabajo,Valencia,Comunidad Valenciana,nacional
5552,15,Agosto,2017,Asunción de la Virgen,Valencia,Comunidad Valenciana,nacional
5553,9,Octubre,2017,Día de la Comunitat Valenciana,Valencia,Comunidad Valenciana,regional
5554,12,Octubre,2017,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5555,1,Noviembre,2017,Día de Todos los Santos,Valencia,Comunidad Valenciana,nacional
5556,6,Diciembre,2017,Día de la Constitución Española,Valencia,Comunidad Valenciana,nacional
5557,8,Diciembre,2017,Inmaculada Concepción,Valencia,Comunidad Valenciana,nacional
5558,25,Diciembre,2017,Natividad del Señor,Valencia,Comunidad Valenciana,nacional
5559,1,Enero,2018,Año nuevo,Valencia,Comunidad Valenciana,nacional
5560,6,Enero,2018,Epifanía del Señor,Valencia,Comunidad Valenciana,nacional
5561,22,Enero,2018,San Vicente Mártir,Valencia,Comunidad Valenciana,local
5562,19,Marzo,2018,San José,Valencia,Comunidad Valenciana,regional
5563,30,Marzo,2018,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5564,2,Abril,2018,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5565,9,Abril,2018,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5566,1,Mayo,2018,Fiesta del Trabajo,Valencia,Comunidad Valenciana,nacional
5567,15,Agosto,2018,Asunción de la Virgen,Valencia,Comunidad Valenciana,nacional
5568,9,Octubre,2018,Día de la Comunidad Valenciana,Valencia,Comunidad Valenciana,regional
5569,12,Octubre,2018,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5570,1,Noviembre,2018,Día de Todos los Santos,Valencia,Comunidad Valenciana,nacional
5571,6,Diciembre,2018,Día de la Constitución Española,Valencia,Comunidad Valenciana,nacional
5572,8,Diciembre,2018,Inmaculada Concepción,Valencia,Comunidad Valenciana,nacional
5573,25,Diciembre,2018,Navidad,Valencia,Comunidad Valenciana,nacional
5574,1,Enero,2019,Año nuevo,Valencia,Comunidad Valenciana,nacional
5575,22,Enero,2019,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5576,19,Marzo,2019,San José,Valencia,Comunidad Valenciana,regional
5577,19,Abril,2019,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5578,22,Abril,2019,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5579,29,Abril,2019,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5580,1,Mayo,2019,Fiesta del Trabajo,Valencia,Comunidad Valenciana,nacional
5581,24,Junio,2019,San Juan,Valencia,Comunidad Valenciana,regional
5582,15,Agosto,2019,Asunción de la Virgen,Valencia,Comunidad Valenciana,nacional
5583,9,Octubre,2019,Día de la Comunitat Valenciana,Valencia,Comunidad Valenciana,regional
5584,12,Octubre,2019,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5585,1,Noviembre,2019,,Valencia,Comunidad Valenciana,nacional
5586,6,Diciembre,2019,Día de la Constitución Española,Valencia,Comunidad Valenciana,nacional
5587,25,Diciembre,2019,Natividad del Señor,Valencia,Comunidad Valenciana,nacional
5588,1,Enero,2020,Año nuevo,Valencia,Comunidad Valenciana,nacional
5589,6,Enero,2020,Epifanía del Señor,Valencia,Comunidad Valenciana,nacional
5590,22,Enero,2020,San Vicente Martir,Valencia,Comunidad Valenciana,local
5591,19,Marzo,2020,San José,Valencia,Comunidad Valenciana,regional
5592,10,Abril,2020,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5593,13,Abril,2020,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5594,20,Abril,2020,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5595,1,Mayo,2020,Fiesta del Trabajo,Valencia,Comunidad Valenciana,nacional
5596,24,Junio,2020,San Juan,Valencia,Comunidad Valenciana,regional
5597,15,Agosto,2020,Asunción de la Virgen,Valencia,Comunidad Valenciana,nacional
5598,9,Octubre,2020,Día de la Comunidad Valenciana,Valencia,Comunidad Valenciana,regional
5599,12,Octubre,2020,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5600,8,Diciembre,2020,Inmaculada Concepción,Valencia,Comunidad Valenciana,nacional
5601,25,Diciembre,2020,Navidad del Señor,Valencia,Comunidad Valenciana,nacional
5602,1,Enero,2021,Año nuevo,Valencia,Comunidad Valenciana,nacional
5603,6,Enero,2021,Epifanía del Señor,Valencia,Comunidad Valenciana,nacional
5604,22,Enero,2021,San Vicente Mártir,Valencia,Comunidad Valenciana,local
5605,19,Marzo,2021,San José,Valencia,Comunidad Valenciana,regional
5606,2,Abril,2021,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5607,5,Abril,2021,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5608,12,Abril,2021,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5609,1,Mayo,2021,Fiesta del Trabajo,Valencia,Comunidad Valenciana,regional
5610,9,Octubre,2021,Día de la Comunidad Valenciana,Valencia,Comunidad Valenciana,regional
5611,12,Octubre,2021,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5612,1,Noviembre,2021,Día de Todos los Santos,Valencia,Comunidad Valenciana,nacional
5613,6,Diciembre,2021,Día de la Constitución Española,Valencia,Comunidad Valenciana,nacional
5614,8,Diciembre,2021,Inmaculada Concepción,Valencia,Comunidad Valenciana,nacional
5615,25,Diciembre,2021,Navidad,Valencia,Comunidad Valenciana,nacional
5616,1,Enero,2022,Año nuevo,Valencia,Comunidad Valenciana,nacional
5617,6,Enero,2022,Epifanía del Señor,Valencia,Comunidad Valenciana,nacional
5618,22,Enero,2022,San Vicente Mártir,Valencia,Comunidad Valenciana,local
5619,19,Marzo,2022,San José,Valencia,Comunidad Valenciana,regional
5620,14,Abril,2022,Jueves Santo,Valencia,Comunidad Valenciana,regional
5621,15,Abril,2022,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5622,18,Abril,2022,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5623,25,Abril,2022,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5624,24,Junio,2022,San Juan,Valencia,Comunidad Valenciana,regional
5625,15,Agosto,2022,Asunción de la Virgen,Valencia,Comunidad Valenciana,nacional
5626,12,Octubre,2022,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5627,1,Noviembre,2022,Día de Todos los Santos,Valencia,Comunidad Valenciana,nacional
5628,6,Diciembre,2022,Día de la Constitución Española,Valencia,Comunidad Valenciana,nacional
5629,8,Diciembre,2022,Inmaculada Concepción,Valencia,Comunidad Valenciana,nacional
5630,6,Enero,2023,Día de Reyes,Valencia,Comunidad Valenciana,nacional
5631,7,Abril,2023,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5632,10,Abril,2023,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5633,17,Abril,2023,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5634,24,Abril,2023,(Se traslada) San Vicente Mártir,Valencia,Comunidad Valenciana,local
5635,1,Mayo,2023,Día Del Trabajo,Valencia,Comunidad Valenciana,nacional
5636,24,Junio,2023,San juan,Valencia,Comunidad Valenciana,regional
5637,15,Agosto,2023,Asunción de la Virgen,Valencia,Comunidad Valenciana,nacional
5638,9,Octubre,2023,Día de la Comunidad Valenciana,Valencia,Comunidad Valenciana,regional
5639,12,Octubre,2023,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5640,1,Noviembre,2023,Día de Todos los Santos,Valencia,Comunidad Valenciana,nacional
5641,6,Diciembre,2023,Día de la Constitución Española,Valencia,Comunidad Valenciana,nacional
5642,8,Diciembre,2023,Inmaculada Concepción,Valencia,Comunidad Valenciana,nacional
5643,25,Diciembre,2023,Navidad,Valencia,Comunidad Valenciana,nacional
5644,1,Enero,2024,Año nuevo,Valencia,Comunidad Valenciana,nacional
5645,6,Enero,2024,Epifanía del Señor,Valencia,Comunidad Valenciana,nacional
5646,22,Enero,2024,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5647,19,Marzo,2024,San José,Valencia,Comunidad Valenciana,regional
5648,29,Marzo,2024,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5649,1,Abril,2024,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5650,8,Abril,2024,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
5651,1,Mayo,2024,Día del Trabajo,Valencia,Comunidad Valenciana,nacional
5652,15,Agosto,2024,Asunción de la Virgen,Valencia,Comunidad Valenciana,nacional
5653,9,Octubre,2024,Día de la Comunidad Valenciana,Valencia,Comunidad Valenciana,regional
5654,12,Octubre,2024,Fiesta Nacional Española,Valencia,Comunidad Valenciana,nacional
5655,1,Noviembre,2024,Día de Todos los Santos,Valencia,Comunidad Valenciana,nacional
5656,6,Diciembre,2024,Día de la Constitución Española,Valencia,Comunidad Valenciana,nacional
5657,25,Diciembre,2024,Navidad,Valencia,Comunidad Valenciana,nacional
5658,1,Enero,2025,Año nuevo,Valencia,Comunidad Valenciana,nacional
5659,6,Enero,2025,Epifanía del Señor,Valencia,Comunidad Valenciana,nacional
5660,22,Enero,2025,San Vicente Mártir,Valencia,Comunidad Valenciana,local
5661,19,Marzo,2025,San José,Valencia,Comunidad Valenciana,regional
5662,18,Abril,2025,Viernes Santo,Valencia,Comunidad Valenciana,nacional
5663,21,Abril,2025,Lunes de Pascua,Valencia,Comunidad Valenciana,regional
5664,28,Abril,2025,San Vicente Ferrer,Valencia,Comunidad Valenciana,local
